JLCPCB Basic parts (no loading fee on PCBA), fetched 2026-09-16 via the parts search API, componentLibraryType=base. 351 parts.
columns: LCSC# | MPN | brand | package | price@1 | price@100 USD | stock | description

== Bipolar (BJT) (11)
C440198    | GRM21BR61H106KE43L         | Murata Electronics | 0805         | 0.2404 | 0.2074 |  975809 | 10uF 50V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C9196      | 1206B102K202NT             | FH (Guangdong Feng | 1206         | 0.0248 | 0.0248 | 1292660 | 1nF 2kV X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1846      | 1206B103K500NT             | FH (Guangdong Feng | 1206         | 0.0179 | 0.0179 |  324194 | 10nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C29823     | 1206B475K500NT             | FH (Guangdong Feng | 1206         | 0.1610 | 0.1235 |  729600 | 4.7uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C13585     | CL31A106KBHNNNE            | Samsung Electro-Me | 1206         | 0.2559 | 0.1955 | 3181148 | 10uF 50V X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C15008     | CL31A107MQHNNNE            | Samsung Electro-Me | 1206         | 0.1365 | 0.1032 | 2280990 | 100uF 6.3V X5R ±20% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C12891     | CL31A226KAHNNNE            | Samsung Electro-Me | 1206         | 0.1694 | 0.1694 |  956982 | 22uF 25V X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C96123     | CL31A476MPHNNNE            | Samsung Electro-Me | 1206         | 0.2566 | 0.2002 |  512359 | 10V 47uF X5R ±20% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C24497     | CL31B104KBCNNNC            | Samsung Electro-Me | 1206         | 0.0223 | 0.0223 | 2120887 | 100nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1848      | CL31B105KBHNNNE            | Samsung Electro-Me | 1206         | 0.0493 | 0.0394 |  875784 | 1uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C50254     | CL31B225KBHNNNE            | Samsung Electro-Me | 1206         | 0.0851 | 0.0677 |  484054 | 2.2uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS

== NOR FLASH (1)
C97521     | W25Q128JVSIQ               | Winbond Elec       | SOIC-8-208mi | 2.4602 | 1.7018 |   63921 | -40℃~+85℃ 100,000 cycles 120ms@(32KB) 128Mbit 133MHz 1uA 2.7V~3.6V 20 Years 3ms Power-on reset、Hardware write 

== Operational Amplifier (3)
C71035     | LM324DT                    | STMicroelectronics | SOIC-14      | 0.1600 | 0.1231 |  232344 | -15V~-1.5V、1.5V~15V 0℃~+70℃ 1.2mA 1.3MHz 20nA 300nA 30uV/℃ 3V~30V 4 400V/ms 40nV/√Hz@1kHz 5mV 70mA 80dB Built-
C7950      | LM358DR2G                  | onsemi             | SOIC-8       | 0.0525 | 0.0416 |  872674 | -16V~16V 0℃~+70℃ 2 3V~32V 40mA 45nA 5nA 700uA 70dB 7mV 7uV/℃ Built-in compensation、ESD protection SOIC-8 Opera
C7426      | NE5532DR                   | Texas Instruments  | SOIC-8       | 0.1005 | 0.0800 |   49445 | -15V~15V 0℃~+70℃ 100dB 10MHz 10nA 16mA 1uA 2 38mA 500uV 5nV/√Hz@1kHz 5uV/℃ 9V/us Built-in compensation SOIC-8 

== Precision Op Amps (1)
C7433      | OP07CDR                    | Texas Instruments  | SOIC-8       | 0.1358 | 0.1043 |  134500 | -18V~-3V、3V~18V 0.3V/us 0℃~+70℃ 1 1.8nA 10.5nV/√Hz@10Hz 120dB 400kHz 500nV/℃ 60uV 800pA Built-in compensation 

== RS-485 / RS-422 ICs (2)
C8963      | SP3485EN-L/TR              | MaxLinear          | SOIC-8       | 0.2697 | 0.1759 |  284728 | -40℃~+85℃ 1 1 10Mbps 2mA 3.3V 32 Half-Duplex Transceiver SOIC-8 RS-485 / RS-422 ICs ROHS
C6855      | SP485EEN-L/TR              | MaxLinear          | SOIC-8       | 0.3190 | 0.2489 |  189255 | -40℃~+85℃ 1 1 10Mbps 4.75V~5.25V 900uA Half-Duplex Transceiver ±15kV SOIC-8 RS-485 / RS-422 ICs ROHS

== RS232 ICs (1)
C13482     | SP3232EEY-L/TR             | MaxLinear          | TSSOP-16     | 0.3171 | 0.2443 |  153681 | -40℃~+85℃ 2 2 235Kbps 3V~5.5V Transceiver Yes ±15kV TSSOP-16 RS232 ICs ROHS

== Resistor Networks, Arrays (3)
C20197     | 4D03WGJ0102T5E             | UNI-ROYAL(Uniroyal | 0603x4       | 0.0165 | 0.0165 |  528621 | 1kΩ 4 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS
C29718     | 4D03WGJ0103T5E             | UNI-ROYAL(Uniroyal | 0603x4       | 0.0072 | 0.0072 | 2543013 | 10kΩ 4 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS
C1980      | 4D03WGJ0472T5E             | UNI-ROYAL(Uniroyal | 0603x4       | 0.0072 | 0.0072 | 2283808 | 4 4.7kΩ 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS

== Schottky Diodes (6)
C2480      | SS14                       | MDD(Microdiode Sem | SMA(DO-214AC | 0.0184 | 0.0184 | 1115429 | -55℃~+150℃ 1A 25A 300uA@40V 40V 550mV@1A Independent SMA(DO-214AC) Schottky Diodes ROHS
C14996     | SS210                      | MDD(Microdiode Sem | SMA(DO-214AC | 0.0311 | 0.0311 |  966606 | -55℃~+150℃ 1 Independent 100V 2A 500uA@100V 850mV@2A SMA(DO-214AC) Schottky Diodes ROHS
C8678      | SS34                       | MDD(Microdiode Sem | SMA(DO-214AC | 0.0336 | 0.0336 | 4943758 | -55℃~+125℃ 3A 40V 500uA@40V 550mV@3A Independent SMA(DO-214AC) Schottky Diodes ROHS
C22452     | SS54                       | MDD(Microdiode Sem | SMA(DO-214AC | 0.0427 | 0.0348 | 2322191 | -55℃~+125℃ 1mA@40V 40V 550mV@5A 5A Independent SMA(DO-214AC) Schottky Diodes ROHS
C8598      | B5819W SL                  | Jiangsu Changjing  | SOD-123      | 0.0268 | 0.0268 |  506881 | 1A 40V 600mV@1A 9A Independent SOD-123 Schottky Diodes ROHS
C191023    | 1N5819WS                   | Guangdong Hottech  | SOD-323      | 0.0132 | 0.0132 | 5522284 | 1 Independent 1A 25A 40V 500uA@40V 600mV@1A SOD-323 Schottky Diodes ROHS

== Shift Registers (1)
C5947      | 74HC595D,118               | Nexperia           | SOIC-16      | 0.1207 | 0.0978 |  253987 | -40℃~+125℃ 1 100MHz 19ns@4.5V,50pF 2V~6V 74HC 8 Serial-to-Serial or Parallel Tri-State SOIC-16 Shift Registers

== Switching Diodes (4)
C81598     | 1N4148W                    | ST(Semtech)        | SOD-123      | 0.0121 | 0.0121 | 3188352 | 150mA 1A 1V@50mA 1uA@75V 400mW 4ns 75V Independent SOD-123 Switching Diodes ROHS
C2128      | 1N4148WS                   | Jiangsu Changjing  | SOD-323      | 0.0153 | 0.0153 | 1975094 | 1.25V@150mA 100V 150mA 1uA@75V 200mW 2A 4ns Independent SOD-323 Switching Diodes ROHS
C68978     | BAV70                      | Jiangsu Changjing  | SOT-23       | 0.0163 | 0.0163 |  225077 | -55℃~+150℃ 1 Pair Common Cathode 1.25V@150mA 2.5uA@70V 200mA 225mW 2A 6ns 70V SOT-23 Switching Diodes ROHS
C2500      | BAV99,215                  | Nexperia           | SOT-23       | 0.0120 | 0.0120 |  989527 | 1 Pair Series Connection 1.25V@150mA 100V 215mA 250mW 4A 4ns 500nA@80V SOT-23 Switching Diodes ROHS

== Tactile Switches (2)
C720477    | TS-1088-AR02016            | XUNPU              | SMD,4x3mm    | 0.0507 | 0.0409 |  725401 | -30℃~+80℃ 1.6N 100,000 cycles 12V 2mm 3.9mm 3mm 50mA Black Round Button SMD(SMT) Tab SPST Surface Mount,Vertic
C318884    | TS-1187A-B-A-B             | XKB Connection     | SMD-4P,5.1x5 | 0.0198 | 0.0198 |  726642 | -30℃~+85℃ 1.5mm 1.6N 100,000 cycles 12V 5.1mm 5.1mm 50mA Gold No Round Button SPST Surface Mount,Vertical With

== Tantalum Capacitors (2)
C7171      | TAJA106K016RNJ             | --                 | CASE-A-3216- | 0.1820 | 0.1268 |  725853 | -55℃~+125℃ 10uF 16V 3Ω@100kHz ±10% CASE-A-3216-18(mm) Tantalum Capacitors ROHS
C16133     | TAJB107K006RNJ             | --                 | CASE-B-3528- | 0.2542 | 0.1749 |  807378 | -55℃~+125℃ 1.7Ω@100kHz 100uF 6.3V ±10% CASE-B-3528-21(mm) Tantalum Capacitors ROHS

== Transistor, Photovoltaic Output Optoisolators (2)
C109227    | LTV-817S-TA1-C             | Lite-On            | SMD-4P       | 0.0748 | 0.0613 |  164323 | -30℃~+110℃ 1 1.2V 100mV@1mA,20mA 35V 3us 4us@2mA,100Ω 50% 50mA 50mA 5kV 600% 6V DC Phototransistor SMD-4P Tran
C115450    | LTV-217-B-G                | Lite-On            | SOP-4-175mil | 0.0856 | 0.0685 |  414212 | -55℃~+110℃ 1 1.2V 200mW 2us 3.75kV 3us 400mV@8mA,2.4mA 50% 50mA 50mA 600% 6V 70V DC Phototransistor SOP-4-175m

== Voltage Reference (1)
C3113      | CJ431                      | Jiangsu Changjing  | SOT-23       | 0.0397 | 0.0325 |  522060 | -25℃~+85℃@(Ta) 100mA 1mA 2.5V~36V 50ppm/℃ Adjustable Parallel ±0.5% SOT-23 Voltage Reference ROHS

== Voltage Regulators - Linear, Low Drop Out (LDO) Regulators (6)
C6186      | AMS1117-3.3                | Advanced Monolithi | SOT-223      | 0.2099 | 0.1657 | 1307093 | -40℃~+125℃ 0.003%Vout 1 1.1V@(800mA) 15V 1A 3.3V 5mA 72dB@(120Hz) Fixed Over Current Protection、Short Circuit 
C6187      | AMS1117-5.0                | Advanced Monolithi | SOT-223      | 0.2450 | 0.1864 |  128806 | -40℃~+125℃ 1 1.3V 15V 1A 5V 60dB Fixed Positive Short Circuit Protection、Thermal shutdown SOT-223 Voltage Regu
C5446      | XC6206P332MR-G             | Torex Semicon      | SOT-23-3L    | 0.1368 | 0.1124 |  489826 | -40℃~+85℃@(Ta) 1 1uA 200mA 3.3V 6V Fixed Over Current Protection Positive SOT-23-3L Voltage Regulators - Linea
C71136     | 78L05G-AB3-R               | UTC(Unisonic Tech) | SOT-89-3     | 0.0889 | 0.0712 |  191881 | -40℃~+85℃ 1 1.7V@(40mA) 100mA 2mA 30V 40uV 5V 80dB@(120Hz) Fixed Over Current Protection、Short Circuit Protect
C14289     | HT7533-1                   | Holtek Semicon     | SOT-89-3     | 0.1379 | 0.1112 |  137446 | -40℃~+85℃@(Ta) 1 100mA 2.5uA 25mV@(1mA) 3.3V 30V Fixed Positive SOT-89-3 Voltage Regulators - Linear, Low Drop
C58069     | L78M05ABDT-TR              | STMicroelectronics | TO-252-2(DPA | 0.1972 | 0.1530 |  129997 | -40℃~+125℃@(Tj) 1 2V@(350mA) 35V 40uV 500mA 5V 62dB@(120Hz) 6mA Fixed Over Temperature Protection、Short Circui

